RecordNumber	Zipcode	ZipCodeType	City	State	LocationType	Lat	Long	Xaxis	Yaxis	Zaxis	WorldRegion	Country	LocationText	Location	Decommisioned	TaxReturnsFiled	EstimatedPopulation	TotalWages	Notes
58414	72124	PO BOX	N LITTLE ROCK	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"N Little Rock, AR"	NA-US-AR-N LITTLE ROCK	FALSE	302	496	9498403	
58415	72124	PO BOX	SHERWOOD	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"Sherwood, AR"	NA-US-AR-SHERWOOD	FALSE	302	496	9498403	
58416	72124	PO BOX	NLR	AR	NOT ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"Nlr, AR"	NA-US-AR-NLR	FALSE	302	496	9498403	
58417	72124	PO BOX	NO LITTLE ROCK	AR	NOT ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"No Little Rock, AR"	NA-US-AR-NO LITTLE ROCK	FALSE	302	496	9498403	
58418	72190	PO BOX	NORTH LITTLE ROCK	AR	PRIMARY	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"North Little Rock, AR"	NA-US-AR-NORTH LITTLE ROCK	FALSE	332	526	10269392	
58419	72190	PO BOX	N LITTLE ROCK	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"N Little Rock, AR"	NA-US-AR-N LITTLE ROCK	FALSE	332	526	10269392	
58420	72190	PO BOX	NLR	AR	NOT ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"Nlr, AR"	NA-US-AR-NLR	FALSE	332	526	10269392	
58421	72190	PO BOX	NO LITTLE ROCK	AR	NOT ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"No Little Rock, AR"	NA-US-AR-NO LITTLE ROCK	FALSE	332	526	10269392	
58422	72199	UNIQUE	NORTH LITTLE ROCK	AR	PRIMARY	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"North Little Rock, AR"	NA-US-AR-NORTH LITTLE ROCK	FALSE				
58423	72199	UNIQUE	CAMP ROBINSON	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"Camp Robinson, AR"	NA-US-AR-CAMP ROBINSON	FALSE				
58424	72199	UNIQUE	N LITTLE ROCK	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"N Little Rock, AR"	NA-US-AR-N LITTLE ROCK	FALSE				
58425	72199	UNIQUE	NLR	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"Nlr, AR"	NA-US-AR-NLR	FALSE				
58426	72199	UNIQUE	NO LITTLE ROCK	AR	ACCEPTABLE	34.78	-92.25	-0.03	-0.82	0.57	NA	US	"No Little Rock, AR"	NA-US-AR-NO LITTLE ROCK	FALSE				
58427	72660	STANDARD	OAK GROVE	AR	PRIMARY	36.45	-93.43	-0.04	-0.8	0.59	NA	US	"Oak Grove, AR"	NA-US-AR-OAK GROVE	FALSE				
58428	72661	STANDARD	OAKLAND	AR	PRIMARY	36.44	-92.57	-0.03	-0.8	0.59	NA	US	"Oakland, AR"	NA-US-AR-OAKLAND	FALSE				
58429	72852	STANDARD	OARK	AR	PRIMARY	35.71	-93.57	-0.05	-0.81	0.58	NA	US	"Oark, AR"	NA-US-AR-OARK	FALSE				
58430	71961	STANDARD	ODEN	AR	PRIMARY	34.62	-93.78	-0.05	-0.82	0.56	NA	US	"Oden, AR"	NA-US-AR-ODEN	FALSE	329	663	7173158	
58431	71961	STANDARD	PINE RIDGE	AR	ACCEPTABLE	34.62	-93.78	-0.05	-0.82	0.56	NA	US	"Pine Ridge, AR"	NA-US-AR-PINE RIDGE	FALSE	329	663	7173158	
58432	71961	STANDARD	HUDDLESTON	AR	NOT ACCEPTABLE	34.62	-93.78	-0.05	-0.82	0.56	NA	US	"Huddleston, AR"	NA-US-AR-HUDDLESTON	FALSE	329	663	7173158	
58433	71961	STANDARD	WHITETOWN	AR	NOT ACCEPTABLE	34.62	-93.78	-0.05	-0.82	0.56	NA	US	"Whitetown, AR"	NA-US-AR-WHITETOWN	FALSE	329	663	7173158	
58434	71966	PO BOX	ODEN	AR	PRIMARY	34.62	-93.78	-0.05	-0.82	0.56	NA	US	"Oden, AR"	NA-US-AR-ODEN	FALSE				
58435	71966	PO BOX	PINE RIDGE	AR	ACCEPTABLE	34.62	-93.78	-0.05	-0.82	0.56	NA	US	"Pine Ridge, AR"	NA-US-AR-PINE RIDGE	FALSE				
58436	71853	STANDARD	OGDEN	AR	PRIMARY	33.58	-94.04	-0.05	-0.83	0.55	NA	US	"Ogden, AR"	NA-US-AR-OGDEN	FALSE				
58437	72564	STANDARD	OIL TROUGH	AR	PRIMARY	35.62	-91.46	-0.02	-0.81	0.58	NA	US	"Oil Trough, AR"	NA-US-AR-OIL TROUGH	FALSE				
58438	72449	PO BOX	O KEAN	AR	PRIMARY	36.16	-90.81	-0.01	-0.8	0.59	NA	US	"O Kean, AR"	NA-US-AR-O KEAN	FALSE				
58439	71962	STANDARD	OKOLONA	AR	PRIMARY	34	-93.33	-0.04	-0.82	0.55	NA	US	"Okolona, AR"	NA-US-AR-OKOLONA	FALSE	315	579	7948559	
58440	72853	STANDARD	OLA	AR	PRIMARY	35.03	-93.22	-0.04	-0.81	0.57	NA	US	"Ola, AR"	NA-US-AR-OLA	FALSE	799	1503	19181916	
58441	72662	STANDARD	OMAHA	AR	PRIMARY	36.46	-93.19	-0.04	-0.8	0.59	NA	US	"Omaha, AR"	NA-US-AR-OMAHA	FALSE	1216	2260	28297083	
58442	72369	PO BOX	ONEIDA	AR	PRIMARY	34.39	-90.86	-0.01	-0.82	0.56	NA	US	"Oneida, AR"	NA-US-AR-ONEIDA	FALSE				
58443	72663	STANDARD	ONIA	AR	PRIMARY	35.94	-92.33	-0.03	-0.8	0.58	NA	US	"Onia, AR"	NA-US-AR-ONIA	FALSE				
58444	72663	STANDARD	PLEASANT HILLS	AR	NOT ACCEPTABLE	35.94	-92.33	-0.03	-0.8	0.58	NA	US	"Pleasant Hills, AR"	NA-US-AR-PLEASANT HILLS	FALSE				
58445	72370	STANDARD	OSCEOLA	AR	PRIMARY	35.7	-89.99	7.80E-05	-0.81	0.58	NA	US	"Osceola, AR"	NA-US-AR-OSCEOLA	FALSE	3458	6230	88773481	
58446	72565	STANDARD	OXFORD	AR	PRIMARY	36.2	-91.91	-0.02	-0.8	0.59	NA	US	"Oxford, AR"	NA-US-AR-OXFORD	FALSE	333	629	6771103	
58447	71855	STANDARD	OZAN	AR	PRIMARY	33.84	-93.71	-0.05	-0.82	0.55	NA	US	"Ozan, AR"	NA-US-AR-OZAN	FALSE	291	541	6645577	
58448	72949	STANDARD	OZARK	AR	PRIMARY	35.49	-93.84	-0.05	-0.81	0.58	NA	US	"Ozark, AR"	NA-US-AR-OZARK	FALSE	4003	7450	114725371	
58449	72854	STANDARD	OZONE	AR	PRIMARY	35.67	-93.43	-0.04	-0.81	0.58	NA	US	"Ozone, AR"	NA-US-AR-OZONE	FALSE	259	488	5550503	
58450	72372	STANDARD	PALESTINE	AR	PRIMARY	34.97	-90.9	-0.01	-0.81	0.57	NA	US	"Palestine, AR"	NA-US-AR-PALESTINE	FALSE	833	1514	20052914	
58451	72121	STANDARD	PANGBURN	AR	PRIMARY	35.42	-91.83	-0.02	-0.81	0.57	NA	US	"Pangburn, AR"	NA-US-AR-PANGBURN	FALSE	1050	1997	29235439	
58452	72121	STANDARD	DAVENPORT	AR	NOT ACCEPTABLE	35.42	-91.83	-0.02	-0.81	0.57	NA	US	"Davenport, AR"	NA-US-AR-DAVENPORT	FALSE	1050	1997	29235439	
58453	72121	STANDARD	DEWEY	AR	NOT ACCEPTABLE	35.42	-91.83	-0.02	-0.81	0.57	NA	US	"Dewey, AR"	NA-US-AR-DEWEY	FALSE	1050	1997	29235439	
58454	72121	STANDARD	HICKORY FLAT	AR	NOT ACCEPTABLE	35.42	-91.83	-0.02	-0.81	0.57	NA	US	"Hickory Flat, AR"	NA-US-AR-HICKORY FLAT	FALSE	1050	1997	29235439	
58455	72121	STANDARD	LITTLE RED	AR	NOT ACCEPTABLE	35.42	-91.83	-0.02	-0.81	0.57	NA	US	"Little Red, AR"	NA-US-AR-LITTLE RED	FALSE	1050	1997	29235439	
58456	72121	STANDARD	MCJESTER	AR	NOT ACCEPTABLE	35.42	-91.83	-0.02	-0.81	0.57	NA	US	"Mcjester, AR"	NA-US-AR-MCJESTER	FALSE	1050	1997	29235439	
58457	72450	STANDARD	PARAGOULD	AR	PRIMARY	36.05	-90.51	-7.25E-03	-0.8	0.58	NA	US	"Paragould, AR"	NA-US-AR-PARAGOULD	FALSE	13944	26005	401725216	
58458	72451	PO BOX	PARAGOULD	AR	PRIMARY	36.05	-90.51	-7.25E-03	-0.8	0.58	NA	US	"Paragould, AR"	NA-US-AR-PARAGOULD	FALSE	514	918	13481226	
58459	72855	STANDARD	PARIS	AR	PRIMARY	35.28	-93.72	-0.05	-0.81	0.57	NA	US	"Paris, AR"	NA-US-AR-PARIS	FALSE	2591	4722	71559233	
58460	71661	STANDARD	PARKDALE	AR	PRIMARY	33.12	-91.54	-0.02	-0.83	0.54	NA	US	"Parkdale, AR"	NA-US-AR-PARKDALE	FALSE				
58461	71661	STANDARD	EMPIRE	AR	NOT ACCEPTABLE	33.12	-91.54	-0.02	-0.83	0.54	NA	US	"Empire, AR"	NA-US-AR-EMPIRE	FALSE				
58462	72373	STANDARD	PARKIN	AR	PRIMARY	35.26	-90.55	-7.87E-03	-0.81	0.57	NA	US	"Parkin, AR"	NA-US-AR-PARKIN	FALSE	573	1006	10899261	
58463	72950	STANDARD	PARKS	AR	PRIMARY	34.79	-93.87	-0.05	-0.81	0.57	NA	US	"Parks, AR"	NA-US-AR-PARKS	FALSE				
58464	72122	STANDARD	PARON	AR	PRIMARY	34.8	-92.85	-0.04	-0.82	0.57	NA	US	"Paron, AR"	NA-US-AR-PARON	FALSE	554	1064	25497960	
58465	72666	STANDARD	PARTHENON	AR	PRIMARY	35.93	-93.28	-0.04	-0.8	0.58	NA	US	"Parthenon, AR"	NA-US-AR-PARTHENON	FALSE				
58466	72123	PO BOX	PATTERSON	AR	PRIMARY	35.25	-91.23	-0.01	-0.81	0.57	NA	US	"Patterson, AR"	NA-US-AR-PATTERSON	FALSE				
58467	72453	STANDARD	PEACH ORCHARD	AR	PRIMARY	36.28	-90.66	-9.31E-03	-0.8	0.59	NA	US	"Peach Orchard, AR"	NA-US-AR-PEACH ORCHARD	FALSE				
58468	71964	STANDARD	PEARCY	AR	PRIMARY	34.43	-93.3	-0.04	-0.82	0.56	NA	US	"Pearcy, AR"	NA-US-AR-PEARCY	FALSE	1578	3052	46758544	
58469	72751	STANDARD	PEA RIDGE	AR	PRIMARY	36.45	-94.11	-0.05	-0.8	0.59	NA	US	"Pea Ridge, AR"	NA-US-AR-PEA RIDGE	FALSE	2659	5039	92589179	
58470	72668	STANDARD	PEEL	AR	PRIMARY	36.41	-92.76	-0.03	-0.8	0.59	NA	US	"Peel, AR"	NA-US-AR-PEEL	FALSE				
58471	72856	STANDARD	PELSOR	AR	PRIMARY	35.68	-93.05	-0.04	-0.81	0.58	NA	US	"Pelsor, AR"	NA-US-AR-PELSOR	FALSE				
58472	71965	STANDARD	PENCIL BLUFF	AR	PRIMARY	34.65	-93.74	-0.05	-0.82	0.56	NA	US	"Pencil Bluff, AR"	NA-US-AR-PENCIL BLUFF	FALSE				
58473	71965	STANDARD	Y CITY	AR	NOT ACCEPTABLE	34.65	-93.74	-0.05	-0.82	0.56	NA	US	"Y City, AR"	NA-US-AR-Y CITY	FALSE				
58474	72125	STANDARD	PERRY	AR	PRIMARY	35.04	-92.79	-0.03	-0.81	0.57	NA	US	"Perry, AR"	NA-US-AR-PERRY	FALSE	386	720	10997421	
58475	72126	STANDARD	PERRYVILLE	AR	PRIMARY	35	-92.8	-0.04	-0.81	0.57	NA	US	"Perryville, AR"	NA-US-AR-PERRYVILLE	FALSE	1532	2801	45564507	
58476	72126	STANDARD	APLIN	AR	NOT ACCEPTABLE	35	-92.8	-0.04	-0.81	0.57	NA	US	"Aplin, AR"	NA-US-AR-APLIN	FALSE	1532	2801	45564507	
58477	72126	STANDARD	CHERRY HILL	AR	NOT ACCEPTABLE	35	-92.8	-0.04	-0.81	0.57	NA	US	"Cherry Hill, AR"	NA-US-AR-CHERRY HILL	FALSE	1532	2801	45564507	
58478	72126	STANDARD	DEBERRIE	AR	NOT ACCEPTABLE	35	-92.8	-0.04	-0.81	0.57	NA	US	"Deberrie, AR"	NA-US-AR-DEBERRIE	FALSE	1532	2801	45564507	
58479	72126	STANDARD	NIMROD	AR	NOT ACCEPTABLE	35	-92.8	-0.04	-0.81	0.57	NA	US	"Nimrod, AR"	NA-US-AR-NIMROD	FALSE	1532	2801	45564507	
58480	72126	STANDARD	THORNBURG	AR	NOT ACCEPTABLE	35	-92.8	-0.04	-0.81	0.57	NA	US	"Thornburg, AR"	NA-US-AR-THORNBURG	FALSE	1532	2801	45564507	
58481	72126	STANDARD	WILLIAMS JUNCTION	AR	NOT ACCEPTABLE	35	-92.8	-0.04	-0.81	0.57	NA	US	"Williams Junction, AR"	NA-US-AR-WILLIAMS JUNCTION	FALSE	1532	2801	45564507	
58482	72752	STANDARD	PETTIGREW	AR	PRIMARY	35.82	-93.65	-0.05	-0.8	0.58	NA	US	"Pettigrew, AR"	NA-US-AR-PETTIGREW	FALSE				
58483	71662	STANDARD	PICKENS	AR	PRIMARY	33.8	-91.38	-0.02	-0.83	0.55	NA	US	"Pickens, AR"	NA-US-AR-PICKENS	FALSE				
58484	71662	STANDARD	GOURD	AR	NOT ACCEPTABLE	33.8	-91.38	-0.02	-0.83	0.55	NA	US	"Gourd, AR"	NA-US-AR-GOURD	FALSE				
58485	71662	STANDARD	TYRO	AR	NOT ACCEPTABLE	33.8	-91.38	-0.02	-0.83	0.55	NA	US	"Tyro, AR"	NA-US-AR-TYRO	FALSE				
58486	72454	STANDARD	PIGGOTT	AR	PRIMARY	36.38	-90.2	-2.82E-03	-0.8	0.59	NA	US	"Piggott, AR"	NA-US-AR-PIGGOTT	FALSE	1977	3671	52195777	
58487	72669	PO BOX	PINDALL	AR	PRIMARY	36.05	-92.86	-0.04	-0.8	0.58	NA	US	"Pindall, AR"	NA-US-AR-PINDALL	FALSE				
58488	71601	STANDARD	PINE BLUFF	AR	PRIMARY	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Pine Bluff, AR"	NA-US-AR-PINE BLUFF	FALSE	6436	10992	134476669	
58489	71601	STANDARD	ARSENAL	AR	NOT ACCEPTABLE	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Arsenal, AR"	NA-US-AR-ARSENAL	FALSE	6436	10992	134476669	
58490	71601	STANDARD	HARDIN	AR	NOT ACCEPTABLE	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Hardin, AR"	NA-US-AR-HARDIN	FALSE	6436	10992	134476669	
58491	71601	STANDARD	JEFFERSON SQUARE	AR	NOT ACCEPTABLE	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Jefferson Square, AR"	NA-US-AR-JEFFERSON SQUARE	FALSE	6436	10992	134476669	
58492	71602	STANDARD	WHITE HALL	AR	PRIMARY	34.27	-92.09	-0.03	-0.82	0.56	NA	US	"White Hall, AR"	NA-US-AR-WHITE HALL	FALSE	7256	13392	249610530	
58493	71602	STANDARD	PINE BLUFF	AR	ACCEPTABLE	34.27	-92.09	-0.03	-0.82	0.56	NA	US	"Pine Bluff, AR"	NA-US-AR-PINE BLUFF	FALSE	7256	13392	249610530	
58494	71603	STANDARD	PINE BLUFF	AR	PRIMARY	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Pine Bluff, AR"	NA-US-AR-PINE BLUFF	FALSE	14109	24782	428841363	
58495	71611	PO BOX	PINE BLUFF	AR	PRIMARY	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Pine Bluff, AR"	NA-US-AR-PINE BLUFF	FALSE	777	1291	20956495	
58496	71612	PO BOX	WHITE HALL	AR	PRIMARY	34.27	-92.09	-0.03	-0.82	0.56	NA	US	"White Hall, AR"	NA-US-AR-WHITE HALL	FALSE	300	522	11016962	
58497	71612	PO BOX	PINE BLUFF	AR	ACCEPTABLE	34.27	-92.09	-0.03	-0.82	0.56	NA	US	"Pine Bluff, AR"	NA-US-AR-PINE BLUFF	FALSE	300	522	11016962	
58498	71613	PO BOX	PINE BLUFF	AR	PRIMARY	34.21	-92.01	-0.02	-0.82	0.56	NA	US	"Pine Bluff, AR"	NA-US-AR-PINE BLUFF	FALSE	680	1143	19431614	
58499	72566	STANDARD	PINEVILLE	AR	PRIMARY	36.15	-92.1	-0.02	-0.8	0.59	NA	US	"Pineville, AR"	NA-US-AR-PINEVILLE	FALSE				
58500	72857	STANDARD	PLAINVIEW	AR	PRIMARY	34.98	-93.29	-0.04	-0.81	0.57	NA	US	"Plainview, AR"	NA-US-AR-PLAINVIEW	FALSE	558	1042	12645376	
58501	72567	STANDARD	PLEASANT GROVE	AR	PRIMARY	35.84	-91.92	-0.02	-0.81	0.58	NA	US	"Pleasant Grove, AR"	NA-US-AR-PLEASANT GROVE	FALSE				
58502	72567	STANDARD	PLEASANT GRV	AR	ACCEPTABLE	35.84	-91.92	-0.02	-0.81	0.58	NA	US	"Pleasant Grv, AR"	NA-US-AR-PLEASANT GRV	FALSE				
58503	72568	STANDARD	PLEASANT PLAINS	AR	PRIMARY	35.55	-91.62	-0.02	-0.81	0.58	NA	US	"Pleasant Plains, AR"	NA-US-AR-PLEASANT PLAINS	FALSE	773	1466	20875010	
58504	72568	STANDARD	PLEASANT PLNS	AR	ACCEPTABLE	35.55	-91.62	-0.02	-0.81	0.58	NA	US	"Pleasant Plns, AR"	NA-US-AR-PLEASANT PLNS	FALSE	773	1466	20875010	
58505	72127	STANDARD	PLUMERVILLE	AR	PRIMARY	35.16	-92.64	-0.03	-0.81	0.57	NA	US	"Plumerville, AR"	NA-US-AR-PLUMERVILLE	FALSE	936	1693	28138132	
58506	72127	STANDARD	HILL CREEK	AR	NOT ACCEPTABLE	35.16	-92.64	-0.03	-0.81	0.57	NA	US	"Hill Creek, AR"	NA-US-AR-HILL CREEK	FALSE	936	1693	28138132	
58507	72455	STANDARD	POCAHONTAS	AR	PRIMARY	36.26	-90.96	-0.01	-0.8	0.59	NA	US	"Pocahontas, AR"	NA-US-AR-POCAHONTAS	FALSE	5000	9253	121599670	
58508	72478	STANDARD	WARM SPRINGS	AR	PRIMARY	36.46	-91.04	-0.01	-0.8	0.59	NA	US	"Warm Springs, AR"	NA-US-AR-WARM SPRINGS	FALSE				
58509	72456	STANDARD	POLLARD	AR	PRIMARY	36.43	-90.26	-3.74E-03	-0.8	0.59	NA	US	"Pollard, AR"	NA-US-AR-POLLARD	FALSE				
58510	72670	STANDARD	PONCA	AR	PRIMARY	36.06	-93.4	-0.04	-0.8	0.58	NA	US	"Ponca, AR"	NA-US-AR-PONCA	FALSE				
58511	72374	STANDARD	POPLAR GROVE	AR	PRIMARY	34.53	-90.87	-0.01	-0.82	0.56	NA	US	"Poplar Grove, AR"	NA-US-AR-POPLAR GROVE	FALSE	301	555	6706902	
58512	72457	PO BOX	PORTIA	AR	PRIMARY	36.08	-91.07	-0.01	-0.8	0.58	NA	US	"Portia, AR"	NA-US-AR-PORTIA	FALSE				
58513	71663	STANDARD	PORTLAND	AR	PRIMARY	33.23	-91.51	-0.02	-0.83	0.54	NA	US	"Portland, AR"	NA-US-AR-PORTLAND	FALSE	319	598	8823672	
58514	72858	STANDARD	POTTSVILLE	AR	PRIMARY	35.23	-93.05	-0.04	-0.81	0.57	NA	US	"Pottsville, AR"	NA-US-AR-POTTSVILLE	FALSE	1374	2692	43381017	
58515	72569	STANDARD	POUGHKEEPSIE	AR	PRIMARY	36.08	-91.43	-0.02	-0.8	0.58	NA	US	"Poughkeepsie, AR"	NA-US-AR-POUGHKEEPSIE	FALSE				
58516	72458	STANDARD	POWHATAN	AR	PRIMARY	36.08	-91.11	-0.01	-0.8	0.58	NA	US	"Powhatan, AR"	NA-US-AR-POWHATAN	FALSE				
58517	72128	STANDARD	POYEN	AR	PRIMARY	34.32	-92.64	-0.03	-0.82	0.56	NA	US	"Poyen, AR"	NA-US-AR-POYEN	FALSE	343	687	10260487	
58518	72753	STANDARD	PRAIRIE GROVE	AR	PRIMARY	35.97	-94.31	-0.06	-0.8	0.58	NA	US	"Prairie Grove, AR"	NA-US-AR-PRAIRIE GROVE	FALSE	3285	6281	111135591	
58519	72129	STANDARD	PRATTSVILLE	AR	PRIMARY	34.31	-92.54	-0.03	-0.82	0.56	NA	US	"Prattsville, AR"	NA-US-AR-PRATTSVILLE	FALSE	562	1087	17795726	
58520	72129	STANDARD	BUIE	AR	NOT ACCEPTABLE	34.31	-92.54	-0.03	-0.82	0.56	NA	US	"Buie, AR"	NA-US-AR-BUIE	FALSE	562	1087	17795726	
58521	71857	STANDARD	PRESCOTT	AR	PRIMARY	33.8	-93.38	-0.04	-0.82	0.55	NA	US	"Prescott, AR"	NA-US-AR-PRESCOTT	FALSE	2449	4526	63666889	
58522	71857	STANDARD	LANEBURG	AR	ACCEPTABLE	33.8	-93.38	-0.04	-0.82	0.55	NA	US	"Laneburg, AR"	NA-US-AR-LANEBURG	FALSE	2449	4526	63666889	
58523	71857	STANDARD	READER	AR	NOT ACCEPTABLE	33.8	-93.38	-0.04	-0.82	0.55	NA	US	"Reader, AR"	NA-US-AR-READER	FALSE	2449	4526	63666889	
58524	72130	STANDARD	PRIM	AR	PRIMARY	35.69	-92.14	-0.03	-0.81	0.58	NA	US	"Prim, AR"	NA-US-AR-PRIM	FALSE				
58525	72130	STANDARD	WOODROW	AR	NOT ACCEPTABLE	35.69	-92.14	-0.03	-0.81	0.58	NA	US	"Woodrow, AR"	NA-US-AR-WOODROW	FALSE				
58526	72376	STANDARD	PROCTOR	AR	PRIMARY	35.08	-90.24	-3.51E-03	-0.81	0.57	NA	US	"Proctor, AR"	NA-US-AR-PROCTOR	FALSE	778	1415	22343918	
58527	72672	PO BOX	PYATT	AR	PRIMARY	36.25	-92.84	-0.04	-0.8	0.59	NA	US	"Pyatt, AR"	NA-US-AR-PYATT	FALSE				
58528	72131	STANDARD	QUITMAN	AR	PRIMARY	35.38	-92.21	-0.03	-0.81	0.57	NA	US	"Quitman, AR"	NA-US-AR-QUITMAN	FALSE	1826	3435	51681785	
58529	72131	STANDARD	ENDERS	AR	NOT ACCEPTABLE	35.38	-92.21	-0.03	-0.81	0.57	NA	US	"Enders, AR"	NA-US-AR-ENDERS	FALSE	1826	3435	51681785	
58530	72131	STANDARD	FAIRBANKS	AR	NOT ACCEPTABLE	35.38	-92.21	-0.03	-0.81	0.57	NA	US	"Fairbanks, AR"	NA-US-AR-FAIRBANKS	FALSE	1826	3435	51681785	
58531	72131	STANDARD	PEARSON	AR	NOT ACCEPTABLE	35.38	-92.21	-0.03	-0.81	0.57	NA	US	"Pearson, AR"	NA-US-AR-PEARSON	FALSE	1826	3435	51681785	
58532	72951	STANDARD	RATCLIFF	AR	PRIMARY	35.3	-93.88	-0.05	-0.81	0.57	NA	US	"Ratcliff, AR"	NA-US-AR-RATCLIFF	FALSE	449	850	13083801	
58533	72459	STANDARD	RAVENDEN	AR	PRIMARY	36.23	-91.25	-0.01	-0.8	0.59	NA	US	"Ravenden, AR"	NA-US-AR-RAVENDEN	FALSE	459	895	9786953	
58534	72460	STANDARD	RAVENDEN SPRINGS	AR	PRIMARY	36.31	-91.22	-0.01	-0.8	0.59	NA	US	"Ravenden Springs, AR"	NA-US-AR-RAVENDEN SPRINGS	FALSE	258	513	5638736	
58535	72460	STANDARD	RAVENDEN SPGS	AR	ACCEPTABLE	36.31	-91.22	-0.01	-0.8	0.59	NA	US	"Ravenden Spgs, AR"	NA-US-AR-RAVENDEN SPGS	FALSE	258	513	5638736	
58536	72461	STANDARD	RECTOR	AR	PRIMARY	36.26	-90.29	-4.13E-03	-0.8	0.59	NA	US	"Rector, AR"	NA-US-AR-RECTOR	FALSE	1444	2680	36532376	
58537	72132	STANDARD	REDFIELD	AR	PRIMARY	34.44	-92.18	-0.03	-0.82	0.56	NA	US	"Redfield, AR"	NA-US-AR-REDFIELD	FALSE	1400	2653	56190766	
58538	72132	STANDARD	KEARNEY	AR	NOT ACCEPTABLE	34.44	-92.18	-0.03	-0.82	0.56	NA	US	"Kearney, AR"	NA-US-AR-KEARNEY	FALSE	1400	2653	56190766	
58539	72132	STANDARD	ORION	AR	NOT ACCEPTABLE	34.44	-92.18	-0.03	-0.82	0.56	NA	US	"Orion, AR"	NA-US-AR-ORION	FALSE	1400	2653	56190766	
58540	72133	PO BOX	REYDELL	AR	PRIMARY	34.14	-91.53	-0.02	-0.82	0.56	NA	US	"Reydell, AR"	NA-US-AR-REYDELL	FALSE				
58541	72462	PO BOX	REYNO	AR	PRIMARY	36.36	-90.75	-0.01	-0.8	0.59	NA	US	"Reyno, AR"	NA-US-AR-REYNO	FALSE				
58542	71665	STANDARD	RISON	AR	PRIMARY	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Rison, AR"	NA-US-AR-RISON	FALSE	2361	4608	78426080	
58543	71665	STANDARD	CALMER	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Calmer, AR"	NA-US-AR-CALMER	FALSE	2361	4608	78426080	
58544	71665	STANDARD	DIALION	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Dialion, AR"	NA-US-AR-DIALION	FALSE	2361	4608	78426080	
58545	71665	STANDARD	HERBINE	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Herbine, AR"	NA-US-AR-HERBINE	FALSE	2361	4608	78426080	
58546	71665	STANDARD	KEDRON	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Kedron, AR"	NA-US-AR-KEDRON	FALSE	2361	4608	78426080	
58547	71665	STANDARD	PANSY	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Pansy, AR"	NA-US-AR-PANSY	FALSE	2361	4608	78426080	
58548	71665	STANDARD	RANDALL	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Randall, AR"	NA-US-AR-RANDALL	FALSE	2361	4608	78426080	
58549	71665	STANDARD	ROWELL	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Rowell, AR"	NA-US-AR-ROWELL	FALSE	2361	4608	78426080	
58550	71665	STANDARD	RYE	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Rye, AR"	NA-US-AR-RYE	FALSE	2361	4608	78426080	
58551	71665	STANDARD	STAVES	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Staves, AR"	NA-US-AR-STAVES	FALSE	2361	4608	78426080	
58552	71665	STANDARD	TOLEDO	AR	NOT ACCEPTABLE	33.95	-92.19	-0.03	-0.82	0.55	NA	US	"Toledo, AR"	NA-US-AR-TOLEDO	FALSE	2361	4608	78426080	
58553	72377	PO BOX	RIVERVALE	AR	PRIMARY	35.67	-90.4	-5.79E-03	-0.81	0.58	NA	US	"Rivervale, AR"	NA-US-AR-RIVERVALE	FALSE				
58554	72134	STANDARD	ROE	AR	PRIMARY	34.63	-91.38	-0.01	-0.82	0.56	NA	US	"Roe, AR"	NA-US-AR-ROE	FALSE				
